timestamp,event,num_intruders,ids,confidences,snapshot
2026-08-28 10:47:44,TRACK_INTRUSION,2,0;1,1.00;0.81,C:\Users\jitsu\OneDrive\Desktop\People Detection\alerts_zonefile\intrusion_20260828_104744_269_TRACK.jpg
